Compound,Date,Negative,Neutral,News Station,Positive,Tweet_text
0.6486,Wed Jan 10 01:21:07 +0000 2018,0.0,0.762,@CNN,0.238,"With a net worth of more than $105 billion, Jeff Bezos is now the richest person in history https://t.co/Y58YhxrVfQ https://t.co/rcw8hPBlt4"
0.0,Wed Jan 10 01:19:04 +0000 2018,0.0,1.0,@CNN,0.0,"RT @OutFrontCNN: ""Here's what he didn't have, he didn't have a plan"" - Rep. Luis Gutierrez says Trump's televised bipartisan meeting was al…"
0.0,Wed Jan 10 01:11:05 +0000 2018,0.0,1.0,@CNN,0.0,10 House seats that could flip due to Republican retirements https://t.co/Bb2bhnLVMm https://t.co/vd4r5xWXKI
-0.296,Wed Jan 10 01:06:08 +0000 2018,0.18,0.82,@CNN,0.0,Even the iPhone's designer is worried about phone addiction https://t.co/GDbJjIABOb https://t.co/T7Z5yhFLJL
0.0,Wed Jan 10 01:00:10 +0000 2018,0.0,1.0,@CNN,0.0,"Tonight at 9p on #CuomoPrimetime, Chris Cuomo asks Anthony Scaramucci about Steve Bannon’s departure from Brietbart… https://t.co/o48l4bK2Mm"
0.6486,Wed Jan 10 00:51:42 +0000 2018,0.0,0.773,@CNN,0.227,"""Anything Oprah sets her mind to, she does pretty well.  Everything she touches, turns to gold.""

Richard Sher, for… https://t.co/zp4W6eNipy"
0.0,Wed Jan 10 00:48:10 +0000 2018,0.0,1.0,@CNN,0.0,"RT @OutFrontCNN: Tonight at 9p on #CuomoPrimetime, Chris Cuomo asks Anthony Scaramucci about Steve Bannon’s departure from Brietbart and Pr…"
0.0,Wed Jan 10 00:46:03 +0000 2018,0.0,1.0,@CNN,0.0,"Donald Trump 1, Steve Bannon 0 | Analysis by @CillizzaCNN https://t.co/OhZipEIAsL https://t.co/gSZW0HQHr9"
0.0,Wed Jan 10 00:41:06 +0000 2018,0.0,1.0,@CNN,0.0,"California has seen unusually high numbers of flu-related deaths and hospitalizations, health officials say… https://t.co/n1g2d61dKz"
0.0516,Wed Jan 10 00:31:09 +0000 2018,0.0,0.943,@CNN,0.057,"""Full Frontal"" host Samantha Bee has announced an ""Apology Race"" in which her team ""will travel the globe to apolog… https://t.co/YVcSFRE5J9"
0.4215,Wed Jan 10 00:21:04 +0000 2018,0.0,0.859,@CNN,0.141,The Trump administration has approved the potential sale of SM-3 anti-ballistic missiles to Japan in a deal estimat… https://t.co/zTTzt9atPa
0.3612,Wed Jan 10 00:16:22 +0000 2018,0.0,0.816,@CNN,0.184,"RT @OutFrontCNN: ""What matters is not to try to politicize this document...what matters is to separate the truth from fiction and find out…"
-0.5994,Wed Jan 10 00:11:03 +0000 2018,0.214,0.786,@CNN,0.0,"Jose Guevara doesn't remember his life in El Salvador. He's now battling leukemia, and fears how changes to protect… https://t.co/et2235TQb2"
0.0,Wed Jan 10 00:06:05 +0000 2018,0.0,1.0,@CNN,0.0,"A man who was involved with neo-Nazi groups and who attended a ""Unite the Right"" rally in Charlottesville has been… https://t.co/h5i98xCRcD"
0.0,Wed Jan 10 00:01:02 +0000 2018,0.0,1.0,@CNN,0.0,"Get the facts from @ChrisCuomo as he goes beyond the spin with his new show #CuomoPrimeTime, tonight at 9p ET. https://t.co/Bx5zZDg9EU"
-0.8519,Tue Jan 09 23:57:16 +0000 2018,0.342,0.658,@CNN,0.0,"Heavy rains unleashed destructive rivers of mud and debris in Southern California -- leaving several dead, destroyi… https://t.co/9vdVXsXu2t"
0.3182,Tue Jan 09 23:54:03 +0000 2018,0.0,0.867,@CNN,0.133,"The ""Handmaid's Tale"" effect? Hulu grows to 17 million subscribers, a 40% increase since May 2016 https://t.co/cca2Y5RIhg"
0.0,Tue Jan 09 23:49:11 +0000 2018,0.0,1.0,@CNN,0.0,"The politics behind the DACA debate, in two charts https://t.co/Xxvj9zJfeP https://t.co/MZA4VHsAhZ"
0.296,Tue Jan 09 23:41:04 +0000 2018,0.0,0.879,@CNN,0.121,"Democratic Rep. Brendan Boyle has announced his proposed ""Stable Genius Act"" following President Trump's recent twe… https://t.co/J3lj1DgZI1"
0.0,Tue Jan 09 23:37:40 +0000 2018,0.0,1.0,@CNN,0.0,Read Fusion GPS co-founder Glenn Simpson's testimony that was released publicly by Sen. Dianne Feinstein… https://t.co/oVEKZdO7ED
-0.296,Tue Jan 09 23:31:06 +0000 2018,0.109,0.891,@CNN,0.0,Many lawmakers on Capitol Hill are already saying Congress will need another stopgap budget bill to avoid a shutdow… https://t.co/cl0IY45ywv
0.4404,Tue Jan 09 23:21:07 +0000 2018,0.0,0.847,@CNN,0.153,Alabama's overtime victory over Georgia in the college football playoff's national championship game brought in big… https://t.co/BsOL6lunhQ
0.0,Tue Jan 09 23:11:53 +0000 2018,0.0,1.0,@CNN,0.0,"RT @OutFrontCNN: Get the facts from @ChrisCuomo as he goes beyond the spin with his new show #CuomoPrimeTime, tonight at 9p ET. https://t.c…"
0.5984,Tue Jan 09 23:11:06 +0000 2018,0.0,0.77,@CNN,0.23,The 40 most remarkable lines from Trump's 55-minute immigration talk-a-thon | Analysis by @CillizzaCNN… https://t.co/yQx3t4Nwb8
0.5574,Tue Jan 09 23:01:29 +0000 2018,0.0,0.753,@CNN,0.247,"President Trump proposes bringing earmarks back, causing lawmakers to laugh https://t.co/3W4hEROXwO https://t.co/jVLLjAuRvC"
0.0,Tue Jan 09 22:51:07 +0000 2018,0.0,1.0,@CNN,0.0,Oprah built her multibillion-dollar career on her everywoman persona. But the reality is she's one of the savviest… https://t.co/1JU0iOWGba
-0.0516,Tue Jan 09 22:45:59 +0000 2018,0.05,0.95,@CNN,0.0,RT @CNNSitRoom: White House aides have been told to decide before the end of January whether they intend to leave the administration or sta…
0.0,Tue Jan 09 22:41:07 +0000 2018,0.0,1.0,@CNN,0.0,Boeing delivered more jetliners than ever in 2017 https://t.co/btMPhUQ9ej https://t.co/xwV7HKuUzm
0.0,Tue Jan 09 22:31:05 +0000 2018,0.0,1.0,@CNN,0.0,This futuristic salon lets you preview hair colors virtually https://t.co/Fa0wyeYqsH https://t.co/OxIlebe7CW
-0.3612,Tue Jan 09 22:21:08 +0000 2018,0.152,0.848,@CNN,0.0,"Facing an anticipated staffing exodus, President Trump struggles to fill the West Wing https://t.co/OqJk5jduks https://t.co/rxB67IV35Y"
-0.4939,Tue Jan 09 22:14:43 +0000 2018,0.158,0.842,@CNN,0.0,RT @TheLeadCNN: Fusion GPS co-founder says the author of the dossier feared Trump was being blackmailed https://t.co/yWbMGyyrIW https://t.c…
0.5574,Tue Jan 09 22:11:05 +0000 2018,0.0,0.795,@CNN,0.205,The Supreme Court takes on the privacy rights of unauthorized rental car drivers https://t.co/5r8zMtjDKE https://t.co/4mB3riH8Zh
0.0,Tue Jan 09 22:00:34 +0000 2018,0.0,1.0,@CNN,0.0,"RT @CNNPolitics: Steve Bannon, former chief strategist to President Trump, has stepped down from Breitbart, the far-right website he return…"
-0.1406,Tue Jan 09 22:00:24 +0000 2018,0.075,0.925,@CNN,0.0,Sen. Jeff Flake says he went into the meeting with President Trump with “pretty low expectations” but was surprised… https://t.co/gS5wKFN0Qr
0.3818,Tue Jan 09 21:55:17 +0000 2018,0.0,0.898,@CNN,0.102,"RT @TheLeadCNN: A source close to Steve Bannon says it was clear he had to focus on either Breitbart or on politics, @jaketapper reports ht…"
-0.4404,Tue Jan 09 21:54:58 +0000 2018,0.242,0.659,@CNN,0.099,"Would you support former Sheriff Joe Arpaio in the Arizona Senate race? 

Sen. Jeff Flake: ""No, no, no, no. Not at… https://t.co/kvvVJdH4Wv"
0.0258,Tue Jan 09 21:53:08 +0000 2018,0.096,0.802,@CNN,0.102,"Joe Arpaio, the controversial sheriff pardoned by President Trump and known for his hard-line immigration tactics,… https://t.co/DUnPITnjK4"
-0.4019,Tue Jan 09 21:51:03 +0000 2018,0.153,0.847,@CNN,0.0,"Coal CEO slams the Trump administration for appointing ""inadequate bureaucrats"" to a regulatory commission that una… https://t.co/HG4KKheiPc"
0.0,Tue Jan 09 21:41:05 +0000 2018,0.0,1.0,@CNN,0.0,Ford and Postmates are teaming up on self-driving deliveries https://t.co/fuAcrgZETg #CES2018 https://t.co/DfC6rvSkYo
0.25,Tue Jan 09 21:31:10 +0000 2018,0.0,0.846,@CNN,0.154,"Meryl Streep jokes that Mariah Carey ""stole"" her #GoldenGlobes seat https://t.co/qVsTybmLET https://t.co/bmM78vGCSY"
-0.34,Tue Jan 09 21:28:04 +0000 2018,0.107,0.893,@CNN,0.0,Steve Bannon is leaving Breitbart News after coming under fire for comments he made in an explosive book about the… https://t.co/7zC1znyKjf
0.0772,Tue Jan 09 21:21:07 +0000 2018,0.0,0.894,@CNN,0.106,Dunkin' Donuts wants to double the number of its stores https://t.co/NhkRBr18rJ https://t.co/wZHvwevtbg
0.0,Tue Jan 09 21:20:57 +0000 2018,0.0,1.0,@CNN,0.0,"BREAKING: Steve Bannon, former chief strategist to President Trump, is stepping down from Breitbart… https://t.co/yXIuXfWmEi"
0.0,Tue Jan 09 21:13:10 +0000 2018,0.0,1.0,@CNN,0.0,RT @TheLeadCNN: .@jaketapper: If you’re wondering if part of the point of the on-camera negotiations for a “bill of love” was to push aside…
-0.4215,Tue Jan 09 21:11:08 +0000 2018,0.135,0.865,@CNN,0.0,Virtual reality is still struggling to find its groove with consumers. A new standalone headset from Google and Len… https://t.co/0wNBiCO6rI
0.0,Tue Jan 09 21:01:10 +0000 2018,0.0,1.0,@CNN,0.0,Senate Democrats announced they have 40 co-sponsors for a resolution of disapproval that would overturn a repeal of… https://t.co/hkkIwtrA0I
0.0,Tue Jan 09 20:51:04 +0000 2018,0.0,1.0,@CNN,0.0,The president who harped on the anthem fumbled it | By Jill Filipovic via @CNNOpinion https://t.co/rFuYhjgdVo https://t.co/pllOtRmMkF
-0.3182,Tue Jan 09 20:41:05 +0000 2018,0.126,0.874,@CNN,0.0,President Trump appeared to contradict himself multiple times in a meeting on immigration with a bipartisan group o… https://t.co/YGNaFxyAtT
0.0,Tue Jan 09 20:32:39 +0000 2018,0.0,1.0,@CNN,0.0,White House press secretary Sarah Sanders says President Trump has not given up on Mexico paying for the wall along… https://t.co/POlDuItfP3
-0.2263,Tue Jan 09 20:31:16 +0000 2018,0.106,0.894,@CNN,0.0,Forget Kodachrome. Kodak's stock surged after the century-old camera brand said it's investing in blockchain techno… https://t.co/PILmtMr1xw
0.0,Tue Jan 09 20:27:23 +0000 2018,0.0,1.0,@CNN,0.0,"RT @CNNPolitics: Sanders says the DACA deal is not considered amnesty, but rather an “important part of the process” for immigration reform…"
0.0,Tue Jan 09 20:24:25 +0000 2018,0.0,1.0,@CNN,0.0,White House press secretary Sarah Sanders on the possibility of Oprah Winfrey running for office in 2020: She is a… https://t.co/jqr9l1vwul
0.0,Tue Jan 09 20:21:08 +0000 2018,0.0,1.0,@CNN,0.0,Republicans are heading for the exits with a Democratic wave looking more likely | Analysis by @CillizzaCNN… https://t.co/rUfoHHdgkl
0.0,Tue Jan 09 20:11:44 +0000 2018,0.0,1.0,@CNN,0.0,RT @CNNPolitics: White House press secretary Sarah Sanders on President Trump’s stance on the immigration bill: “The President is setting h…
-0.3182,Tue Jan 09 20:11:07 +0000 2018,0.119,0.881,@CNN,0.0,"More than a year after US diplomats in Havana, Cuba, began reporting hearing bizarre noises and experiencing a rang… https://t.co/Iituz8CIiv"
0.0,Tue Jan 09 20:01:13 +0000 2018,0.0,1.0,@CNN,0.0,The White House is holding a press briefing. Watch live on CNN: https://t.co/UYpqI3w42L https://t.co/M3g4ShoTwM
-0.4588,Tue Jan 09 20:00:14 +0000 2018,0.167,0.833,@CNN,0.0,"A burning and smoking iPhone battery forced the evacuation of an Apple store in Zurich, Switzerland… https://t.co/XarOcNB3y8"
0.0,Tue Jan 09 19:50:12 +0000 2018,0.0,1.0,@CNN,0.0,'The Boondocks' predicted an Oprah 2020 win... 12 years ago https://t.co/Nyc9SOePPi https://t.co/UBtbhkqszu
0.0,Tue Jan 09 19:41:13 +0000 2018,0.0,1.0,@CNN,0.0,"Thailand’s prime minister sets up a cardboard cutout of himself at a press event, tells reporters to direct their q… https://t.co/bdaZJrRsGr"
0.0516,Tue Jan 09 19:32:30 +0000 2018,0.155,0.644,@CNN,0.201,"The United States has the worst overall child mortality rate compared with those of 19 other wealthy nations, accor… https://t.co/38EI8paG7S"
0.0,Tue Jan 09 19:20:04 +0000 2018,0.0,1.0,@CNN,0.0,It snowed in one of the hottest places in the world https://t.co/hyqi9uoViJ https://t.co/o6tjZX54wE
0.4404,Tue Jan 09 19:10:11 +0000 2018,0.0,0.828,@CNN,0.172,"The Trump administration ended protected status for 250,000 Salvadorans. These immigrants might be next.… https://t.co/NCn7Ug3uvx"
0.0,Tue Jan 09 19:06:42 +0000 2018,0.0,1.0,@CNN,0.0,Democratic Sen. Dianne Feinstein releases a transcript of the Judiciary Committee’s closed-door interview with Fusi… https://t.co/Dqwe5OJopE
0.0,Tue Jan 09 19:00:13 +0000 2018,0.0,1.0,@CNN,0.0,President Trump says he would beat Oprah in 2020 https://t.co/3fZu4E06rz https://t.co/e220koozLO
0.5574,Tue Jan 09 18:52:05 +0000 2018,0.0,0.753,@CNN,0.247,"President Trump proposes bringing earmarks back, causing lawmakers to laugh https://t.co/vPsUjV7132 https://t.co/WRepLu9fIE"
0.743,Tue Jan 09 18:42:39 +0000 2018,0.0,0.673,@CNN,0.327,"Sen. Feinstein: ""What about a clean DACA bill now, with a commitment that we go into a comprehensive immigration re… https://t.co/dDGkPQaxdL"
-0.3818,Tue Jan 09 18:27:38 +0000 2018,0.12,0.88,@CNN,0.0,"Sen. Lindsey Graham says right-wing radio will ""beat the crap out of us,"" foreshadowing how he believes some conser… https://t.co/STzvsccCHV"
0.0,Tue Jan 09 18:10:54 +0000 2018,0.0,1.0,@CNN,0.0,"President Trump says he wants bipartisan immigration reform: ""I feel having the Democrats in with us is absolutely… https://t.co/YtqxlWl6Zc"
0.0,Tue Jan 09 18:06:24 +0000 2018,0.0,1.0,@CNN,0.0,President Trump on DACA at bipartisan immigration meeting: “I think my positions are going to be what the people in… https://t.co/lHkiDMfYqL
0.0,Tue Jan 09 17:54:47 +0000 2018,0.0,1.0,@CNN,0.0,RT @CNNweather: More rain is developing west of Santa Barbara. Over the next couple of hours it will move into the Montecito area - hit by…
0.7251,Tue Jan 09 17:53:13 +0000 2018,0.0,0.758,@CNN,0.242,"President Trump on Oprah: “Yeah, I’ll beat Oprah. Oprah would be a lot of fun. I know her very well… I like Oprah.… https://t.co/n0b2IiTNFF"
0.3612,Tue Jan 09 17:46:34 +0000 2018,0.0,0.848,@CNN,0.152,An Oprah campaign might (literally) look like this | Analysis by CNN's Brenna Williams https://t.co/qdIe4iwskN https://t.co/ddvYFzPfJs
0.0,Tue Jan 09 17:34:28 +0000 2018,0.0,1.0,@CNN,0.0,"Engineers sue Google, alleging that it discriminates against conservatives, white people and men… https://t.co/1eiS4kmOfv"
0.1867,Tue Jan 09 19:30:28 +0000 2018,0.0,0.924,@CBS,0.076,RT @BullCBS: Dr. #Bull's latest case could change the way Psychologists work. Don't miss tonight's new episode at 9/8c on CBS! https://t.co…
0.836,Tue Jan 09 19:27:16 +0000 2018,0.0,0.683,@CBS,0.317,"🎶@Prince pushed the envelope and never settled for ordinary.

Celebrate the greatest artists in music history at Th… https://t.co/GPZ9YgK1tH"
0.0,Tue Jan 09 18:29:39 +0000 2018,0.0,1.0,@CBS,0.0,RT @AmazingRaceCBS: This race is just getting started. Catch a new episode of The #AmazingRace tomorrow at 8/7c on CBS! https://t.co/Nab5DC…
0.0,Mon Jan 08 18:07:57 +0000 2018,0.0,1.0,@CBS,0.0,RT @startrekcbs: #StarTrekDiscovery is back! Episode 10 is now streaming on CBS All Access: https://t.co/xPeb97Rs8J https://t.co/Uvgab7nGgS
0.0,Mon Jan 08 14:34:48 +0000 2018,0.0,1.0,@CBS,0.0,"New year, new case. Watch the latest episode of #NCISLA now: https://t.co/1rAsX4EsiB https://t.co/QzRZcORK9r"
0.0,Mon Jan 08 14:29:20 +0000 2018,0.0,1.0,@CBS,0.0,RT @AmazingRaceCBS: Which teams are zipping through the first leg of the #AmazingRace? https://t.co/8isAwPyrLY
0.0,Mon Jan 08 00:29:51 +0000 2018,0.0,1.0,@CBS,0.0,RT @MadamSecretary: Is VP Hurst going to work with or against Elizabeth? Stream a new #MadamSecretary live with CBS All Access: https://t.c…
0.0,Sat Jan 06 20:05:17 +0000 2018,0.0,1.0,@CBS,0.0,"RT @debrabirnbaum: .@ShawnRyanTV: To me, being on CBS is the opposite of preaching to the choir. #TCA18"
0.8271,Sat Jan 06 19:04:08 +0000 2018,0.0,0.686,@CBS,0.314,RT @LivinBiblically: “The truth is it somehow gorgeously straddles both sides...I have had friends come from all different walks of life an…
-0.7717,Sat Jan 06 19:03:38 +0000 2018,0.226,0.774,@CBS,0.0,RT @instinctcbs: “This is a crime show where at the end you’re not reminded of how miserable things are in the world right now…You feel sat…
0.0,Sat Jan 06 00:37:55 +0000 2018,0.0,1.0,@CBS,0.0,"RT @startrekcbs: Star Trek has touched the lives of generations of fans, including the cast and writers of #StarTrekDiscovery. What's your…"
0.0,Sat Jan 06 00:30:53 +0000 2018,0.0,1.0,@CBS,0.0,#StrangeAngel has found its leading man! Jack Reynor will star as famed rocket engineer Jack Parsons in the upcomin… https://t.co/sHkSKABGfd
0.0,Fri Jan 05 18:30:42 +0000 2018,0.0,1.0,@CBS,0.0,"The streak of new episodes continues! Watch new episodes of #MacGyver, #H50 &amp; #BlueBloods tonight starting at 8/7c.… https://t.co/xs2vbVqBJZ"
0.0,Fri Jan 05 16:05:58 +0000 2018,0.0,1.0,@CBS,0.0,"RT @CBSTweet: #CBSRatingsNews: CBS Sweeps Fourth Quarter Ratings in Daytime, Primetime and Late Night for the First Time Since 2009 https:/…"
0.1867,Thu Jan 04 23:13:02 +0000 2018,0.0,0.89,@CBS,0.11,"New year, new episodes! Don't miss all-new episodes of @BigBangTheory, @YoungSheldon, @MomCBS, @LifeInPiecesCBS, an… https://t.co/COf6Qg8Mz1"
-0.296,Thu Jan 04 14:43:09 +0000 2018,0.121,0.879,@CBS,0.0,"Current nominees @LadyGaga, @LittleBigTown, @Pink, Childish Gambino and more will perform live at the #GRAMMYs, Jan… https://t.co/PlLMasNPwD"
0.5423,Wed Jan 03 20:33:09 +0000 2018,0.0,0.821,@CBS,0.179,"RT @startrekcbs: From Airiam to Zefram Cochrane, #StarTrekDiscovery features fascinating new concepts along with classic references. What's…"
-0.5267,Wed Jan 03 19:51:15 +0000 2018,0.167,0.833,@CBS,0.0,Torres and Bishop went undercover as a criminal couple on the latest episode of #NCIS. Catch up now:… https://t.co/1iTEneHyJS
0.5423,Wed Jan 03 15:00:05 +0000 2018,0.0,0.857,@CBS,0.143,Do you know all the nominees for Artist Of The Year? Get familiar with this year's GRAMMY® Award nominees ahead of… https://t.co/UQa8Mu9PUV
0.0,Wed Jan 03 12:00:01 +0000 2018,0.0,1.0,@CBS,0.0,"The new year of new episodes continues tonight with all-new episodes of #AmazingRace, #SEALTeam and #CriminalMinds… https://t.co/bwhNhQgsFC"
-0.7692,Wed Jan 03 00:47:26 +0000 2018,0.267,0.733,@CBS,0.0,"RT @BullCBS: Tonight, can #Bull prove that a teen accused of robbing a jewelry store isn't responsible for the crime? Tune in at 9/8c or st…"
0.8516,Tue Jan 02 22:41:51 +0000 2018,0.0,0.66,@CBS,0.34,It's your last chance to choose the pro football player with the best off-the-field talent! Vote now to decide who… https://t.co/6DjwqU0MB9
0.0,Tue Jan 02 08:00:03 +0000 2018,0.0,1.0,@CBS,0.0,"New year, new episodes -- all week long! It kicks off with an all-new #NCIS, #Bull and #NCISNOLA tonight starting a… https://t.co/bcmAaUQJtf"
0.0,Mon Jan 01 01:16:12 +0000 2018,0.0,1.0,@CBS,0.0,"Due to #NFL football games overrun, revised start times &amp; lineup for Eastern/Central Time Zones Only:
#60Minutes 8:… https://t.co/rqOYbM5j0h"
0.7798,Sun Dec 31 14:37:05 +0000 2017,0.0,0.736,@CBS,0.264,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 month FREE with promo code BINGE (not ava… https://t.co/NEntvW7QHd
0.0,Sat Dec 30 20:25:20 +0000 2017,0.0,1.0,@CBS,0.0,"RT @NoActivityCBS: All season nothing's happened. Now prepare for activity. Stream the #NoActivity season finale Sunday, Dec 31 on CBS All…"
0.3612,Sat Dec 30 20:24:58 +0000 2017,0.0,0.884,@CBS,0.116,RT @startrekcbs: Find out what happens when you boldly go too far. #StarTrekDiscovery continues January 7 on CBS All Access: https://t.co/f…
0.0857,Fri Dec 29 16:06:02 +0000 2017,0.144,0.699,@CBS,0.157,Stream NC State Wolfpack at Arizona State Sun Devils LIVE today at 3PM ET with a 1-month FREE trial of… https://t.co/8k50thgtip
0.1511,Thu Dec 28 20:31:01 +0000 2017,0.096,0.783,@CBS,0.121,"In case you missed this star-studded tribute to Carol Burnett's classic comedy series, catch up now! Watch The Caro… https://t.co/wu7BxM9gtm"
0.0,Thu Dec 28 19:28:22 +0000 2017,0.0,1.0,@CBS,0.0,Some of TV's biggest stars saluted @TheNormanLear's impact on television and culture at The 40th Annual Kennedy Cen… https://t.co/E74ChUW1uE
0.875,Wed Dec 27 22:45:05 +0000 2017,0.0,0.643,@CBS,0.357,The search is on to find the pro football player with the best off-the-field talent. Vote for your favorite player… https://t.co/R0fb5ngJ16
0.7717,Wed Dec 27 21:04:10 +0000 2017,0.0,0.705,@CBS,0.295,"Celebrate everyone's favorite classic sitcom with Carol Burnett, Vicki Lawrence, and more stars during The Carol Bu… https://t.co/SaiZ9TzBVO"
0.8452,Wed Dec 27 19:52:02 +0000 2017,0.0,0.663,@CBS,0.337,Joy to the world of streaming! Try #CBSAllAccess FREE for 1 month – just use code BINGE by 1/2:… https://t.co/9p1ACnslz6
0.0,Wed Dec 27 19:40:34 +0000 2017,0.0,1.0,@CBS,0.0,"Music legend Stevie Wonder salutes @LionelRichie while performing his classic hit, ""Easy"" at The 40th Annual Kenned… https://t.co/7TeDeNyhgo"
0.7003,Wed Dec 27 12:00:01 +0000 2017,0.0,0.766,@CBS,0.234,"As the youngest Kennedy Center Honoree in 40 years, @LLCoolJ talks about what motivates him to chase his dreams. Wa… https://t.co/DFY78y99w3"
0.8398,Wed Dec 27 07:27:33 +0000 2017,0.0,0.64,@CBS,0.36,Here's to the 2017 Kennedy Center Honorees! Catch up on an evening of stunning performances and inspiring speeches… https://t.co/jGfANpSCul
0.8221,Wed Dec 27 04:00:52 +0000 2017,0.0,0.664,@CBS,0.336,This celebration could go all night long! What a great final performance in honor of @LionelRichie. #KCHonors https://t.co/xKLWpKr3v0
0.0,Wed Dec 27 03:59:48 +0000 2017,0.0,1.0,@CBS,0.0,RT @MarkAPrinceJr: A #LionelRichie tribute is not complete without 🎶All Night Long🎶 😁 #KCHonors
0.8271,Wed Dec 27 03:36:01 +0000 2017,0.0,0.58,@CBS,0.42,Carmen de Lavallade (@CarmenDances) got emotional during those beautiful performances in her honor. Congratulations… https://t.co/gOCAZpZDpt
0.8103,Wed Dec 27 03:35:29 +0000 2017,0.0,0.685,@CBS,0.315,RT @Glamourtunist: This tribute to Carmen de Lavallade at the #KCHonors is so beautiful and well deserved. ❤️
0.0,Wed Dec 27 03:03:49 +0000 2017,0.0,1.0,@CBS,0.0,RT @llcoolj: Attn: #HIPHOP !!!! We made history!! #KCHonors
0.5255,Wed Dec 27 03:03:26 +0000 2017,0.0,0.78,@CBS,0.22,.@llcoolj is making history! He’s the Kennedy Center’s first hip-hop honoree. #KCHonors https://t.co/kCqkOdUjtu
0.7096,Wed Dec 27 02:57:56 +0000 2017,0.0,0.753,@CBS,0.247,RT @ErinAnnCullen: #KCHonors is always a night of inspiration. Thank you to these artists for your impact on our country. ❤️🧡💛💚💙💜
0.7345,Wed Dec 27 02:48:52 +0000 2017,0.0,0.64,@CBS,0.36,Give a round of applause to television pioneer and 2017 Honoree @TheNormanLear! #KCHonors https://t.co/20UosF987x
0.6124,Wed Dec 27 02:45:34 +0000 2017,0.0,0.826,@CBS,0.174,RT @AliL: This tribute to Norman Lear on #KCHonors is outstanding AND a walk down my childhood TV memory lane. 👏🏻📺
0.3699,Wed Dec 27 02:28:07 +0000 2017,0.0,0.702,@CBS,0.298,RT @llcoolj: Moments I’ll never forget!!! #KCHonors
0.8748,Wed Dec 27 02:26:46 +0000 2017,0.0,0.474,@CBS,0.526,.@GloriaEstefan approves of those amazing musical performances in her honor! #KCHonors https://t.co/i3EVYEoKRx
0.9601,Wed Dec 27 02:20:11 +0000 2017,0.0,0.434,@CBS,0.566,RT @thepickypantry: Beautiful tribute to @GloriaEstefan on the Kennedy Center Honors. Love Mi Tierra! Amazing and inspiring what a fighter…
0.8908,Wed Dec 27 02:00:29 +0000 2017,0.0,0.654,@CBS,0.346,Time to celebrate the 2017 honorees at The 40th Annual Kennedy Center Honors! Tune in now on CBS and CBS All Access… https://t.co/1OULMpCfPy
0.0,Wed Dec 27 01:08:32 +0000 2017,0.0,1.0,@CBS,0.0,"Tonight, @LionelRichie, @LLCoolJ, @GloriaEstefan, @TheNormanLear &amp; Carmen de Lavallade will be recognized at The 40… https://t.co/jZJqNo8h3b"
0.2415,Tue Dec 26 12:00:01 +0000 2017,0.173,0.61,@CBS,0.218,"Don't miss the breathtaking performances, standing ovations and moving tributes that will leave you inspired. Here'… https://t.co/imILa52fjz"
