Compound,Date,Negative,Neutral,News Station,Positive,Tweet_text
0.0,Tue Jan 09 19:29:47 +0000 2018,0.0,1.0,@FoxNews,0.0,AWAITING: White House briefing https://t.co/xWZMiv4cE0
0.0,Tue Jan 09 19:26:56 +0000 2018,0.0,1.0,@FoxNews,0.0,Uproar over Salvadoran decision could give #Trump bargaining chip in immigration talks https://t.co/uSNekhWMSY
-0.25,Tue Jan 09 19:22:10 +0000 2018,0.255,0.543,@FoxNews,0.201,Clinton rape accuser Juanita Broaddrick slams Oprah Winfrey's celebrated #GoldenGlobes speech https://t.co/vl26vlb47k
0.6369,Tue Jan 09 19:11:21 +0000 2018,0.0,0.704,@FoxNews,0.296,"Meet North Korea's best - and for now, only – winter Olympians https://t.co/GmSuYmGHbK"
-0.34,Tue Jan 09 19:10:00 +0000 2018,0.138,0.862,@FoxNews,0.0,"Apple under fire in France for 'planned obsolescence,' could face big fines https://t.co/v0gH3l7qEX #FNTech (via @christocarbone)"
0.0,Tue Jan 09 19:06:23 +0000 2018,0.0,1.0,@FoxNews,0.0,"Millie Wall is turning 100 later this year, and she got an early birthday present from the Minnesota @Vikings. Watc… https://t.co/NyC3YDIw8s"
0.5719,Tue Jan 09 18:59:50 +0000 2018,0.0,0.68,@FoxNews,0.32,".@RepMcSally: ""We've got to make sure that we secure our border."" https://t.co/81v8PV2paW"
0.0,Tue Jan 09 18:55:31 +0000 2018,0.0,1.0,@FoxNews,0.0,".@RepMcSally on @POTUS's bipartisan immigration meeting: ""It was a very constructive meeting."" https://t.co/KZgCemIeTu"
0.3612,Tue Jan 09 18:41:29 +0000 2018,0.0,0.839,@FoxNews,0.161,".@POTUS on the wall: ""I like to build under budget, ahead of schedule."" https://t.co/Dqg1tUyyBG"
0.2732,Tue Jan 09 18:39:56 +0000 2018,0.0,0.913,@FoxNews,0.087,".@POTUS: ""We need a certain portion of that border to have the wall. If you don't have it, you can never have secur… https://t.co/2RAwr82cOK"
0.6249,Tue Jan 09 18:36:15 +0000 2018,0.0,0.814,@FoxNews,0.186,".@POTUS on immigration: ""Everybody wants a solution... I think we have a great group of people to sit down and get… https://t.co/GiJTqgyfes"
-0.1027,Tue Jan 09 18:36:11 +0000 2018,0.103,0.822,@FoxNews,0.075,"Dems change tune on border wall, after backing barrier under Obama - via @brookefoxnews
https://t.co/EHMKKUaT2m"
-0.296,Tue Jan 09 18:23:12 +0000 2018,0.128,0.872,@FoxNews,0.0,".@POTUS on DACA: ""There should be no reason not for us to get this done."" https://t.co/DFJTIBAcvY"
0.5709,Tue Jan 09 18:19:32 +0000 2018,0.0,0.802,@FoxNews,0.198,".@POTUS: ""We have a country that's doing very well in many respects. We're just hitting a new high on the stock mar… https://t.co/XbHIvzTUPe"
0.0,Tue Jan 09 18:14:22 +0000 2018,0.0,1.0,@FoxNews,0.0,".@POTUS: ""Maybe all of you should start thinking about going back to a form of earmarks."" https://t.co/9ItDBdIKal"
0.0,Tue Jan 09 18:12:11 +0000 2018,0.0,1.0,@FoxNews,0.0,".@POTUS: ""We have to take politics out of the military."" https://t.co/slUkMpdysx"
0.0,Tue Jan 09 18:10:20 +0000 2018,0.0,1.0,@FoxNews,0.0,".@POTUS: ""We need our military desperately... We're rebuilding and we're building it up quickly."" https://t.co/yEFta5iRUU"
0.0258,Tue Jan 09 18:10:00 +0000 2018,0.0,0.936,@FoxNews,0.064,Travel industry to launch coalition to lobby Trump as international visits to US decline https://t.co/62OfpbNpzC (v… https://t.co/4vkbUv6R0J
0.6249,Tue Jan 09 18:04:52 +0000 2018,0.0,0.823,@FoxNews,0.177,".@POTUS: ""I think we should have merit-based immigration... so we have people coming in who have a great track reco… https://t.co/a5mumv19on"
0.0936,Tue Jan 09 18:00:44 +0000 2018,0.091,0.802,@FoxNews,0.107,".@WhipHoyer: ""Democrats are for security at the border... There is not a Democrat that is not for having secure bor… https://t.co/joaML2hjUn"
0.0,Tue Jan 09 17:57:16 +0000 2018,0.0,1.0,@FoxNews,0.0,".@SenatorDurbin on DACA: ""Lives are hanging in the balance of our getting the job done."" https://t.co/qZPHIN0Gwp"
-0.6705,Tue Jan 09 17:57:00 +0000 2018,0.333,0.667,@FoxNews,0.0,"Southern California mudslides, flooding leave at least 5 dead, highways closed (via @travfed)… https://t.co/eddJMzojGR"
0.3612,Tue Jan 09 17:46:49 +0000 2018,0.0,0.848,@FoxNews,0.152,".@POTUS: ""I like Oprah, I don't think she's going to run... I know her very well."" https://t.co/qdWRWQdEcO"
-0.5302,Tue Jan 09 17:25:26 +0000 2018,0.181,0.819,@FoxNews,0.0,".@kilmeade on North Korea: ""You can't just let people compete in the Olympics because you don't want them to bomb y… https://t.co/QeOuqtZLOg"
-0.3465,Wed Jan 10 03:17:04 +0000 2018,0.099,0.901,@nytimes,0.0,"RT @jwpetersNYT: NEW details on Bannon's final days. He seemed in denial, was dismissive of the Mercers and didn't actually OK his non-apol…"
0.0,Wed Jan 10 03:02:07 +0000 2018,0.0,1.0,@nytimes,0.0,"Power may be back for more than 90% of customers on the U.S. Virgin Islands, officials say, but the recovery will b… https://t.co/zKLdf1BJpP"
0.4019,Wed Jan 10 02:47:02 +0000 2018,0.0,0.87,@nytimes,0.13,Coal baron Robert Murray gave Donald Trump a wish list for the coal industry. The Trump administration has treated… https://t.co/awdYa8jCoM
-0.6808,Wed Jan 10 02:32:08 +0000 2018,0.25,0.672,@nytimes,0.078,"When a woman was raped in a Brooklyn park in 1994, a columnist called it a hoax. But new DNA testing has solved the… https://t.co/xRAISHWZVF"
-0.3612,Wed Jan 10 02:17:06 +0000 2018,0.116,0.884,@nytimes,0.0,"RT @nytopinion: ""Lady Bird"" writer-director Greta Gerwig tells @frankbruni that she regrets having worked with Woody Allen and wouldn't do…"
0.0,Wed Jan 10 02:02:05 +0000 2018,0.0,1.0,@nytimes,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/xcJ25JTwE5
0.0,Wed Jan 10 01:47:06 +0000 2018,0.0,1.0,@nytimes,0.0,Maggie Nichols says she was first to report Dr. Larry Nassar to USA Gymnastics https://t.co/VhBv9fVXlP
-0.8555,Wed Jan 10 01:32:04 +0000 2018,0.331,0.669,@nytimes,0.0,Southern California is grappling with a new disaster. At least 13 people are dead after rain turned fire-ravaged hi… https://t.co/Eqn8QX9Ejv
0.0,Wed Jan 10 01:17:02 +0000 2018,0.0,1.0,@nytimes,0.0,"RT @nytopinion: When Buzzfeed decided to publish the Steele dossier on Trump and Russia, NBC’s Chuck Todd told me on air: “You just publish…"
-0.5574,Wed Jan 10 01:02:04 +0000 2018,0.167,0.833,@nytimes,0.0,"Britain's ban on manufacturing face scrubs, shower gels and other products with microbeads has taken effect. The sm… https://t.co/CdWgt5UmcT"
0.0,Wed Jan 10 00:47:04 +0000 2018,0.0,1.0,@nytimes,0.0,The Trump administration has ruled out drilling for oil and gas off the coast of Florida after opposition from the… https://t.co/2nV7JEvAbw
0.3818,Wed Jan 10 00:32:07 +0000 2018,0.0,0.822,@nytimes,0.178,Japan is scrambling to ensure it has a future in an electric-car world https://t.co/tddD2IvQRo
0.0,Wed Jan 10 00:17:04 +0000 2018,0.0,1.0,@nytimes,0.0,RT @NYTNational: Officials on the U.S. Virgin Islands said Tuesday that 92 percent of customers have power. But there's still a long way to…
0.0,Wed Jan 10 00:06:05 +0000 2018,0.0,1.0,@nytimes,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/SahpejTJM0
-0.2263,Tue Jan 09 23:53:00 +0000 2018,0.128,0.872,@nytimes,0.0,Federal judges declared the map unconstitutionally gerrymandered and demanded the Republican-controlled General Ass… https://t.co/P5HVvahHdU
0.5267,Tue Jan 09 23:44:46 +0000 2018,0.0,0.841,@nytimes,0.159,"Breaking News: In the first decision of its kind, federal judges threw out North Carolina’s congressional map, sayi… https://t.co/oMPNs34XfZ"
0.4215,Tue Jan 09 23:32:03 +0000 2018,0.0,0.798,@nytimes,0.202,"A new 3-D videomicroscope gives surgeons ""Superman eyes"" and helps them perform and teach delicate brain operations https://t.co/3s98HARVkI"
-0.128,Tue Jan 09 23:17:04 +0000 2018,0.126,0.729,@nytimes,0.146,RT @NYTScience: SpaceX launched something on Sunday. That's about all we know for certain. But it appears something went wrong. https://t.c…
-0.3818,Tue Jan 09 23:02:57 +0000 2018,0.191,0.809,@nytimes,0.0,How Texas beat Yale in the battle for Arthur Miller’s archives https://t.co/kQEswe4mgz
0.7717,Tue Jan 09 22:47:07 +0000 2018,0.0,0.588,@nytimes,0.412,"“Incredible, unbelievable, magical, sensational”: Snowfall in the Sahara creates a landscape of frozen beauty https://t.co/pUKlYPUtdo"
0.0,Tue Jan 09 22:32:50 +0000 2018,0.0,1.0,@nytimes,0.0,"Acting on her own, Senator Dianne Feinstein released the transcript of the Judiciary Committee's interview with Fus… https://t.co/OOvY2uZCvv"
-0.5859,Tue Jan 09 22:17:03 +0000 2018,0.275,0.725,@nytimes,0.0,Many preschool teachers live on the edge of financial ruin https://t.co/gQytjEHy2R
0.0,Tue Jan 09 22:03:02 +0000 2018,0.0,1.0,@nytimes,0.0,RT @nytvideo: Steve Bannon is stepping down from his post as executive chairman of Breitbart News. We look at how his relationship with Pre…
0.4215,Tue Jan 09 21:50:07 +0000 2018,0.0,0.872,@nytimes,0.128,"During extremely cold weather, the subway, by virtue of being open and heated 24 hours a day, transforms into rolli… https://t.co/9pNtNoLR9a"
0.3415,Tue Jan 09 21:35:07 +0000 2018,0.0,0.833,@nytimes,0.167,The kind of comforting meal to eat on a cold winter night https://t.co/U7VBrAOqNI https://t.co/G00w0SOVFW
0.3034,Tue Jan 09 21:26:07 +0000 2018,0.0,0.801,@nytimes,0.199,"RT @jwpetersNYT: EXCLUSIVE: Steve Bannon is out at Breitbart.
 https://t.co/ApGCcNh8R5"
0.5574,Tue Jan 09 21:20:11 +0000 2018,0.092,0.658,@nytimes,0.25,"Republicans in Congress are rushing to retire, a clear recognition that Trump’s low approval rating will be a heavy… https://t.co/8JQJVysPwI"
0.0,Tue Jan 09 21:07:02 +0000 2018,0.0,1.0,@nytimes,0.0,Bannon’s departure comes as he remained unable to quell the furor over remarks attributed to him in a new book in w… https://t.co/CN9ccsr71E
0.1027,Tue Jan 09 21:04:54 +0000 2018,0.105,0.773,@nytimes,0.123,Breaking News: Stephen Bannon is leaving his post at Breitbart News. He lost support among conservative backers aft… https://t.co/F8bt5UEmqp
-0.5267,Tue Jan 09 20:55:09 +0000 2018,0.167,0.833,@nytimes,0.0,The government of Wales has a question for parents: Is it ever right to physically punish your children? https://t.co/FiJBME1Of9
-0.4019,Tue Jan 09 20:40:11 +0000 2018,0.119,0.881,@nytimes,0.0,"In a Louisiana town, racial tensions felt nationwide hit home for a young mother. “When my son told me he wasn’t al… https://t.co/WLKqKPc67c"
0.4003,Tue Jan 09 20:37:09 +0000 2018,0.0,0.87,@nytimes,0.13,It may have been an irresistible headline: Radiohead sues Lana Del Rey! But the reality is more complicated. https://t.co/CJ6JsE6aZo
0.2732,Tue Jan 09 20:22:06 +0000 2018,0.0,0.861,@nytimes,0.139,"Snow in the Sahara creates a frozen, alien landscape right here on Earth https://t.co/nkjIwn6gZ6 https://t.co/LYMAbLudiN"
0.0,Tue Jan 09 20:07:07 +0000 2018,0.0,1.0,@nytimes,0.0,A teacher was wrestled to the floor and handcuffed after asking why the superintendent was getting a raise while ed… https://t.co/xbZQHPlRP0
-0.4767,Tue Jan 09 19:58:04 +0000 2018,0.278,0.537,@nytimes,0.185,"RT @SarahMaslinNir: Having covered crash after crash where innocent New Yorkers die just crossing the street, it is a joy to report that pe…"
-0.0516,Tue Jan 09 19:52:04 +0000 2018,0.059,0.941,@nytimes,0.0,"John Dickerson will leave ""Face the Nation"" to replace Charlie Rose as the third co-host on “CBS This Morning"" https://t.co/lHE9YUUHxh"
0.0,Tue Jan 09 19:37:03 +0000 2018,0.0,1.0,@nytimes,0.0,"In a new documentary series, Tom Brady allows a filmmaker to pull back the curtain on his private life https://t.co/R9eRREqVeM"
-0.6486,Tue Jan 09 19:22:04 +0000 2018,0.223,0.777,@nytimes,0.0,At least 5 people are dead as heavy rains triggered mudslides along the Southern California coast https://t.co/fr0cYjNozo
-0.6908,Tue Jan 09 19:07:01 +0000 2018,0.275,0.725,@nytimes,0.0,"Microbeads are now banned in the U.K. What are they, and what's the problem with them?
 https://t.co/B6XKUNGo8a"
0.25,Tue Jan 09 18:52:26 +0000 2018,0.0,0.9,@nytimes,0.1,"Trump repeatedly went back to his call for a broad and comprehensive immigration bill, even as Democratic and Repub… https://t.co/8WkOYdtmA2"
0.0,Tue Jan 09 18:47:07 +0000 2018,0.0,1.0,@nytimes,0.0,Breaking News: Trump said he was open to a broad deal that addresses the status of millions of undocumented immigra… https://t.co/k4XaCQY1QH
0.7096,Tue Jan 09 18:33:08 +0000 2018,0.0,0.763,@nytimes,0.237,"In a visit to China, Emmanuel Macron offered the gift of a horse — and repeated one of his favorite jabs at Trump,… https://t.co/kDm28GXN8i"
0.0,Tue Jan 09 18:23:33 +0000 2018,0.0,1.0,@nytimes,0.0,"RT @mairalg: How have @nytimes readers reacted to the news about the Met's new admission policy? Some say the change is necessary, some say…"
0.0,Tue Jan 09 18:10:13 +0000 2018,0.0,1.0,@nytimes,0.0,Opinion: A worldwide influenza pandemic is literally the worst-case scenario in public health — yet far from an unt… https://t.co/jnrso0je8P
-0.4215,Tue Jan 09 18:00:04 +0000 2018,0.191,0.719,@nytimes,0.09,"RT @nytvideo: “When my son told me he wasn’t allowed to kneel, I cried like a baby.” In a Louisiana town, the racial tensions felt nationwi…"
0.2263,Tue Jan 09 17:50:48 +0000 2018,0.0,0.899,@nytimes,0.101,"Breaking News: Joe Arpaio, the former Arizona sheriff and immigration hard-liner who was pardoned by President Trum… https://t.co/q0q71bU2VN"
-0.296,Tue Jan 09 17:40:14 +0000 2018,0.121,0.879,@nytimes,0.0,Casa Xochiquetzal is no ordinary house: It's a shelter for women who spent their lives as prostitutes… https://t.co/ZOIZxMAZF4
0.4767,Tue Jan 09 17:25:05 +0000 2018,0.0,0.829,@nytimes,0.171,"Opinion: Ironically, if Salvadorans are deported, a primary beneficiary will be one of Trump's most-stated enemies:… https://t.co/mwBb9PZmMw"
-0.7717,Tue Jan 09 17:10:07 +0000 2018,0.309,0.691,@nytimes,0.0,Mudslides and floods threatened lives and property in Southern California that faced destruction from wildfires jus… https://t.co/Ez46yzQyVG
0.4939,Tue Jan 09 16:55:10 +0000 2018,0.0,0.868,@nytimes,0.132,"Trump is planning to travel to Davos for the World Economic Forum, an event that is synonymous with wealth and elit… https://t.co/Cef6kQjkMf"
0.0,Tue Jan 09 16:40:11 +0000 2018,0.0,1.0,@nytimes,0.0,"GOP House retirements are way ahead of schedule, but that means less for Democrats than you might expect https://t.co/ki9ZVgKnb3"
-0.0534,Tue Jan 09 16:30:11 +0000 2018,0.144,0.72,@nytimes,0.136,"As President Trump pushes a border wall, his spending plan shifts funds from more effective ways to curb illegal im… https://t.co/Wvacpd9NvM"
-0.3612,Tue Jan 09 16:16:09 +0000 2018,0.135,0.865,@nytimes,0.0,"At first glance, a $4,000 treadmill seems ridiculous. But it offers lessons for the future of gadgets. https://t.co/dWklBaMttD"
0.0,Tue Jan 09 16:01:07 +0000 2018,0.0,1.0,@nytimes,0.0,"Opinion: We are counting on Trump’s cabinet to be the adults in the room, but they’ve become enablers https://t.co/1T16Oo2gra"
-0.0534,Tue Jan 09 15:46:08 +0000 2018,0.144,0.72,@nytimes,0.136,"As Trump pushes a border wall, his spending plan shifts funds from more effective ways to curb illegal immigration, experts say"
-0.4939,Tue Jan 09 15:29:04 +0000 2018,0.176,0.824,@nytimes,0.0,"In 2017, extreme weather events caused a total of $306 billion in damage in the U.S. https://t.co/2GnTQJMzSN"
0.5267,Tue Jan 09 15:16:06 +0000 2018,0.0,0.848,@nytimes,0.152,"""Sports diplomacy is a sexy affair,"" said a Korea expert. ""Pyongyang has all the reason to jazz up the Winter Olymp… https://t.co/dNCoR48qFb"
0.0,Tue Jan 09 15:00:33 +0000 2018,0.0,1.0,@nytimes,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/6QFoORaYi0 https://t.co/pZbOvAPYdO
-0.0258,Tue Jan 09 14:45:11 +0000 2018,0.052,0.948,@nytimes,0.0,"When New York freezes over, the subway becomes a rolling refuge for the homeless. On Sunday, one train had 45 peopl… https://t.co/SK9gR7let9"
0.0,Tue Jan 09 14:31:04 +0000 2018,0.0,1.0,@nytimes,0.0,"Opinion: Oprah, don't do it https://t.co/x1tRDUYXfZ"
-0.6597,Tue Jan 09 14:00:27 +0000 2018,0.231,0.769,@nytimes,0.0,"""One danger of TV savvy as a political tool is that it makes politics about delivering whatever agitation keeps the… https://t.co/ofHbPXnS2M"
0.4019,Tue Jan 09 13:50:08 +0000 2018,0.0,0.886,@nytimes,0.114,"""The person who told me said, ‘Are you sitting down?’ and I said yes, and they said, ‘We have just received a cease… https://t.co/5lFU0sDyOe"
-0.7269,Tue Jan 09 13:40:13 +0000 2018,0.217,0.783,@nytimes,0.0,"""Her heart was attacked in 2014 when her daddy was choked and begged 11 times for his life and they would never let… https://t.co/gy5Yj1wlS9"
-0.296,Tue Jan 09 13:30:15 +0000 2018,0.109,0.891,@nytimes,0.0,"""There are no Americans out there to take the jobs,"" said the vice president at a Washington-area plumbing, heating… https://t.co/a62tDut0Y0"
-0.5719,Tue Jan 09 13:20:08 +0000 2018,0.198,0.802,@nytimes,0.0,The @nytimesbooks review of “Fire and Fury: Inside the Trump White House” by Michael Wolff https://t.co/TrZsHu5CZk
-0.2732,Tue Jan 09 13:11:06 +0000 2018,0.095,0.905,@nytimes,0.0,"At a speech to farmers in Nashville, President Trump claimed he had cut taxes by $5.5 trillion instead of the actua… https://t.co/nrFUDQBV1H"
0.0,Tue Jan 09 13:00:25 +0000 2018,0.0,1.0,@nytimes,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/SbdKcRJIuV https://t.co/wkaUsW1X4G
-0.4404,Tue Jan 09 12:51:05 +0000 2018,0.139,0.861,@nytimes,0.0,Fusion GPS quietly compiled the notorious dossier of possible links between President Trump and Russia. Then it bec… https://t.co/JSXqsXSWy4
0.2732,Tue Jan 09 12:40:11 +0000 2018,0.0,0.89,@nytimes,0.11,"North Korea agreed to send athletes to the Winter Olympics in South Korea, a symbolic breakthrough after escalating… https://t.co/pUnZdM8bye"
0.0,Tue Jan 09 12:30:18 +0000 2018,0.0,1.0,@nytimes,0.0,"Opinion: ""Anti-Trump lowbrowism burst into full bloom with the Wolff book"" https://t.co/3FObpDEIaU"
0.4404,Tue Jan 09 12:22:02 +0000 2018,0.0,0.847,@nytimes,0.153,President Trump's appearance at the College Football Playoff championship game seemed intended to emphasize his cri… https://t.co/iavqJo6vYI
0.6486,Tue Jan 09 12:10:06 +0000 2018,0.0,0.782,@nytimes,0.218,"RT @NYTSports: Alabama has its 5th national title in 9 years, and Nick Saban has a true freshman backup quarterback to thank. https://t.co/…"
-0.1027,Tue Jan 09 12:00:16 +0000 2018,0.076,0.924,@nytimes,0.0,"Stephen Colbert said it was hard to call Oprah Winfrey’s Golden Globes speech ""presidential,"" considering the state… https://t.co/XTggoyEoeH"
0.7269,Tue Jan 09 11:46:02 +0000 2018,0.0,0.775,@nytimes,0.225,"RT @nytopinion: The president of the United States, leader of the free world and famously the first pet-less commander in chief since Thoma…"
0.0,Tue Jan 09 11:30:06 +0000 2018,0.0,1.0,@nytimes,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/2FaqL7VegF https://t.co/QEpuhm3FuL
0.5801,Tue Jan 09 11:15:08 +0000 2018,0.053,0.753,@nytimes,0.194,"""We had hope that if we worked hard, paid our taxes and didn't get in trouble we would be allowed to stay""  https://t.co/qZkmrMp1eb"
0.0,Tue Jan 09 11:01:59 +0000 2018,0.0,1.0,@nytimes,0.0,"RT @nytimesarts: “The Shape of Water” picked up 12 nominations for the British equivalent of the Oscars, the #EEBAFTAs https://t.co/bkKTTWZ…"
-0.5267,Tue Jan 09 11:00:15 +0000 2018,0.175,0.825,@nytimes,0.0,At least 226 people were hurt after a train smashed into another at a station in South Africa https://t.co/CzVD3VgFKX
-0.4767,Tue Jan 09 10:44:07 +0000 2018,0.124,0.876,@nytimes,0.0,"The main Russian air and naval bases in Syria beat back an attack by 13 armed drones over the weekend, the Russian… https://t.co/6bn50eHQae"
-0.6517,Tue Jan 09 10:30:18 +0000 2018,0.21,0.79,@nytimes,0.0,South Korea said that it would not undo an agreement with Japan to shelve a longtime dispute over women who were fo… https://t.co/GLpgyoxRuo
0.4588,Tue Jan 09 10:15:05 +0000 2018,0.0,0.87,@nytimes,0.13,Publicists guiding male clients through this unusual awards season said it was highly likely that some of the men w… https://t.co/NQkaDrxCRi
0.1531,Tue Jan 09 10:00:25 +0000 2018,0.088,0.798,@nytimes,0.113,"Trump's lawyers are assessing the risks of allowing him to be interviewed by the special counsel, who told them a r… https://t.co/aIc1T9goRj"
0.3182,Tue Jan 09 09:46:05 +0000 2018,0.0,0.892,@nytimes,0.108,H&amp;M apologized for an image that showed a black child model wearing a sweatshirt that said “coolest monkey in the j… https://t.co/4ridnJIp6k
0.2732,Tue Jan 09 09:30:09 +0000 2018,0.086,0.784,@nytimes,0.129,"RT @nytimesworld: Footage of the rescue operations, taken on a camera worn by rescuers from the Italian Coast Guard, shows dozens of people…"
-0.0258,Tue Jan 09 09:15:07 +0000 2018,0.116,0.773,@nytimes,0.112,"Despite promises of reform and mounting losses, FIFA paid members of its ruling council nearly $10 million last year https://t.co/5HBeNz1e2q"
-0.2755,Tue Jan 09 09:01:06 +0000 2018,0.095,0.905,@nytimes,0.0,RT @austinramzy: A free-trade zone on the China-Kazakh border is open to just about anyone who doesn't look like a devout Muslim https://t.…
0.128,Tue Jan 09 08:46:05 +0000 2018,0.131,0.717,@nytimes,0.152,"Here's what 3 towns in Mexico — an avocado hub, a rich commercial city and a poor suburb near the capital — reveal… https://t.co/IILJRqQu9J"
0.0,Tue Jan 09 08:33:09 +0000 2018,0.0,1.0,@nytimes,0.0,Thailand’s prime minister evaded journalists’ questions by turning to a cardboard cutout of him and telling the rep… https://t.co/GoWgCVuAWw
-0.6597,Tue Jan 09 08:16:05 +0000 2018,0.252,0.748,@nytimes,0.0,A toymaker settles charges that it had collected digital data on children without parents' permission and failed to… https://t.co/Wr7VIgS6sD
0.0387,Tue Jan 09 08:01:05 +0000 2018,0.0,0.946,@nytimes,0.054,"Sneer at celebrity all you want, but elections are contests of stories, and Oprah showed that she can tell one,… https://t.co/LVMWMuRRoZ"
-0.296,Tue Jan 09 07:46:01 +0000 2018,0.091,0.909,@nytimes,0.0,"""Unless the wall is 35,000 feet high, it's not going to do much to stop those overstaying these visas,"" said an imm… https://t.co/Byprqe7fus"
-0.34,Tue Jan 09 07:31:09 +0000 2018,0.13,0.87,@nytimes,0.0,A Mexican governor accuses President Peña Nieto's government of withholding funds for his state to halt a corruptio… https://t.co/egiH6HHBE1
0.4019,Tue Jan 09 07:16:04 +0000 2018,0.0,0.886,@nytimes,0.114,"""The person who told me said, ‘Are you sitting down?’ and I said yes, and they said, ‘We have just received a cease… https://t.co/UQktwHbKnF"
-0.4019,Tue Jan 09 07:01:12 +0000 2018,0.184,0.816,@nytimes,0.0,Multilevel marketers once found salvation in China. Now they now face peril. https://t.co/74kNYFUnOa
0.0,Tue Jan 09 06:46:05 +0000 2018,0.0,1.0,@nytimes,0.0,"First Trump, then Oprah? ""Other than 'we all get a car,' what will an Oprah presidency look like?"" a Democratic str… https://t.co/lnYW6RGyce"
-0.5719,Tue Jan 09 06:31:50 +0000 2018,0.198,0.802,@nytimes,0.0,The @nytimesbooks review of “Fire and Fury: Inside the Trump White House” by Michael Wolff https://t.co/ZUBCnZC2m2
0.0,Tue Jan 09 06:17:06 +0000 2018,0.0,1.0,@nytimes,0.0,"Indians who are gay ""should never remain in a state of fear,"" and that ""societal morality also changes from age to… https://t.co/Ih3K1kxj2M"
-0.079,Tue Jan 09 06:02:06 +0000 2018,0.054,0.946,@nytimes,0.0,"RT @juliebosman: Things have gotten a little awkward in Topeka. Six months ago, Gov. Sam Brownback said he was leaving for a new job in Was…"
-0.4404,Tue Jan 09 05:47:02 +0000 2018,0.127,0.873,@nytimes,0.0,"The stock market has surged. Unemployment is at 4.1%. ISIS has largely been vanquished from Iraq and Syria. 

But d… https://t.co/wHhUuuJ4l0"
0.0,Tue Jan 09 05:32:01 +0000 2018,0.0,1.0,@nytimes,0.0,"Some 15,000 public housing residents did not have heat at some point during NYC's recent snowstorm https://t.co/7f2TaWQXN9"
